date,date_q,file_name,words,d_per_1000,h_per_1000,i_per_1000,d_net_per_1000,DLI_1,DLI_2,DLI_3
2017-02-01,2017-01-01,2017-02-01.htm,508,27.559055118110237,13.779527559055119,41.338582677165356,13.779527559055119,0.053004290569276385,0.045317919624029146,0.045317919624029146
2017-03-15,2017-01-01,2017-03-15.htm,530,26.41509433962264,20.754716981132077,43.39622641509434,5.660377358490564,-0.4116536417859051,-0.33147960290656614,-0.33147960290656614
2017-05-03,2017-04-01,2017-05-03.htm,526,26.61596958174905,22.813688212927758,43.72623574144487,3.8022813688212906,-0.5235823864699839,-0.41771103701437884,-0.41771103701437884
2017-06-14,2017-04-01,2017-06-14.htm,561,21.390374331550802,19.607843137254903,39.21568627450981,1.782531194295899,-0.5600631903972312,-0.5114445981743864,-0.5114445981743864
2017-07-26,2017-07-01,2017-07-26.htm,515,23.300970873786408,15.533980582524272,42.71844660194175,7.766990291262136,-0.28468012559131256,-0.23371487206761132,-0.23371487206761132
2017-09-20,2017-07-01,2017-09-20.htm,543,27.624309392265193,22.099447513812155,44.19889502762431,5.524861878453038,-0.42898448252947513,-0.3377686720679094,-0.3377686720679094
2017-11-01,2017-10-01,2017-11-01.htm,521,28.790786948176585,19.193857965451055,47.98464491362764,9.59692898272553,-0.20875206895786658,-0.14879017572705816,-0.14879017572705816
2017-12-13,2017-10-01,2017-12-13.htm,496,24.193548387096776,14.112903225806452,46.37096774193548,10.080645161290324,-0.17009749168828767,-0.12634163700209305,-0.12634163700209305
2018-01-31,2018-01-01,2018-01-31.htm,432,27.77777777777778,11.574074074074074,50.925925925925924,16.203703703703702,0.23772212747475335,0.15782028045211713,0.15782028045211713
2018-03-21,2018-01-01,2018-03-21.htm,458,24.017467248908297,15.283842794759826,48.03493449781659,8.73362445414847,-0.2652961585407583,-0.18885483760936458,-0.18885483760936458
2018-05-02,2018-04-01,2018-05-02.htm,432,30.09259259259259,18.51851851851852,48.611111111111114,11.574074074074073,-0.0812729891513277,-0.057033852257163835,-0.057033852257163835
2018-06-13,2018-04-01,2018-06-13.htm,331,24.169184290030213,12.084592145015106,54.38066465256797,12.084592145015106,-0.05426665833542253,-0.033341478106442425,-0.033341478106442425
2018-08-01,2018-07-01,2018-08-01.htm,319,28.213166144200628,6.269592476489028,56.426332288401255,21.9435736677116,0.7209001926426847,0.4241989935760064,0.4241989935760064
2018-09-26,2018-07-01,2018-09-26.htm,302,26.490066225165563,6.622516556291391,56.29139072847682,19.867549668874172,0.5556139317083942,0.32785384905317067,0.32785384905317067
2018-11-08,2018-10-01,2018-11-08.htm,315,28.571428571428573,6.349206349206349,53.96825396825397,22.222222222222225,0.7051440426981906,0.4371306529741826,0.4371306529741826
